,module_category,component_category,year,month,time
3557,M8,P17,2010,5,29
3558,M8,P17,2010,6,30
3559,M8,P17,2010,7,31
3560,M8,P17,2010,8,32
3561,M8,P17,2010,9,33
3562,M8,P17,2010,10,34
3563,M8,P17,2010,11,35
3564,M8,P17,2010,12,36
3565,M8,P17,2011,1,37
3566,M8,P17,2011,2,38
3567,M8,P17,2011,3,39
3568,M8,P17,2011,4,40
3569,M8,P17,2011,5,41
3570,M8,P17,2011,6,42
3571,M8,P17,2011,7,43
3572,M8,P19,2010,1,25
3573,M8,P19,2010,2,26
3574,M8,P19,2010,3,27
3575,M8,P19,2010,4,28
3576,M8,P19,2010,5,29
3577,M8,P19,2010,6,30
3578,M8,P19,2010,7,31
3579,M8,P19,2010,8,32
3580,M8,P19,2010,9,33
3581,M8,P19,2010,10,34
3582,M8,P19,2010,11,35
3583,M8,P19,2010,12,36
3584,M8,P19,2011,1,37
3585,M8,P19,2011,2,38
3586,M8,P19,2011,3,39
3587,M8,P19,2011,4,40
3588,M8,P19,2011,5,41
3589,M8,P19,2011,6,42
3590,M8,P19,2011,7,43
3591,M8,P20,2010,1,25
3592,M8,P20,2010,2,26
3593,M8,P20,2010,3,27
3594,M8,P20,2010,4,28
3595,M8,P20,2010,5,29
3596,M8,P20,2010,6,30
3597,M8,P20,2010,7,31
3598,M8,P20,2010,8,32
3599,M8,P20,2010,9,33
3600,M8,P20,2010,10,34
3601,M8,P20,2010,11,35
3602,M8,P20,2010,12,36
3603,M8,P20,2011,1,37
3604,M8,P20,2011,2,38
3605,M8,P20,2011,3,39
3606,M8,P20,2011,4,40
3607,M8,P20,2011,5,41
3608,M8,P20,2011,6,42
3609,M8,P20,2011,7,43
3610,M8,P21,2010,1,25
3611,M8,P21,2010,2,26
3612,M8,P21,2010,3,27
3613,M8,P21,2010,4,28
3614,M8,P21,2010,5,29
3615,M8,P21,2010,6,30
3616,M8,P21,2010,7,31
3617,M8,P21,2010,8,32
3618,M8,P21,2010,9,33
3619,M8,P21,2010,10,34
3620,M8,P21,2010,11,35
3621,M8,P21,2010,12,36
3622,M8,P21,2011,1,37
3623,M8,P21,2011,2,38
3624,M8,P21,2011,3,39
3625,M8,P21,2011,4,40
3626,M8,P21,2011,5,41
3627,M8,P21,2011,6,42
3628,M8,P21,2011,7,43
3629,M8,P22,2010,1,25
3630,M8,P22,2010,2,26
3631,M8,P22,2010,3,27
3632,M8,P22,2010,4,28
3633,M8,P22,2010,5,29
3634,M8,P22,2010,6,30
3635,M8,P22,2010,7,31
3636,M8,P22,2010,8,32
3637,M8,P22,2010,9,33
3638,M8,P22,2010,10,34
3639,M8,P22,2010,11,35
3640,M8,P22,2010,12,36
3641,M8,P22,2011,1,37
3642,M8,P22,2011,2,38
3643,M8,P22,2011,3,39
3644,M8,P22,2011,4,40
3645,M8,P22,2011,5,41
3646,M8,P22,2011,6,42
3647,M8,P22,2011,7,43
3648,M8,P24,2010,1,25
3649,M8,P24,2010,2,26
3650,M8,P24,2010,3,27
3651,M8,P24,2010,4,28
3652,M8,P24,2010,5,29
3653,M8,P24,2010,6,30
3654,M8,P24,2010,7,31
3655,M8,P24,2010,8,32
3656,M8,P24,2010,9,33
3657,M8,P24,2010,10,34
3658,M8,P24,2010,11,35
3659,M8,P24,2010,12,36
3660,M8,P24,2011,1,37
3661,M8,P24,2011,2,38
3662,M8,P24,2011,3,39
3663,M8,P24,2011,4,40
3664,M8,P24,2011,5,41
3665,M8,P24,2011,6,42
3666,M8,P24,2011,7,43
3667,M8,P25,2010,1,25
3668,M8,P25,2010,2,26
3669,M8,P25,2010,3,27
3670,M8,P25,2010,4,28
3671,M8,P25,2010,5,29
3672,M8,P25,2010,6,30
3673,M8,P25,2010,7,31
3674,M8,P25,2010,8,32
3675,M8,P25,2010,9,33
3676,M8,P25,2010,10,34
3677,M8,P25,2010,11,35
3678,M8,P25,2010,12,36
3679,M8,P25,2011,1,37
3680,M8,P25,2011,2,38
3681,M8,P25,2011,3,39
3682,M8,P25,2011,4,40
3683,M8,P25,2011,5,41
3684,M8,P25,2011,6,42
3685,M8,P25,2011,7,43
3686,M8,P26,2010,1,25
3687,M8,P26,2010,2,26
3688,M8,P26,2010,3,27
3689,M8,P26,2010,4,28
3690,M8,P26,2010,5,29
3691,M8,P26,2010,6,30
3692,M8,P26,2010,7,31
3693,M8,P26,2010,8,32
3694,M8,P26,2010,9,33
3695,M8,P26,2010,10,34
3696,M8,P26,2010,11,35
3697,M8,P26,2010,12,36
3698,M8,P26,2011,1,37
3699,M8,P26,2011,2,38
3700,M8,P26,2011,3,39
3701,M8,P26,2011,4,40
3702,M8,P26,2011,5,41
3703,M8,P26,2011,6,42
3704,M8,P26,2011,7,43
3705,M8,P27,2010,1,25
3706,M8,P27,2010,2,26
3707,M8,P27,2010,3,27
3708,M8,P27,2010,4,28
3709,M8,P27,2010,5,29
3710,M8,P27,2010,6,30
3711,M8,P27,2010,7,31
3712,M8,P27,2010,8,32
3713,M8,P27,2010,9,33
3714,M8,P27,2010,10,34
3715,M8,P27,2010,11,35
3716,M8,P27,2010,12,36
3717,M8,P27,2011,1,37
3718,M8,P27,2011,2,38
3719,M8,P27,2011,3,39
3720,M8,P27,2011,4,40
3721,M8,P27,2011,5,41
3722,M8,P27,2011,6,42
3723,M8,P27,2011,7,43
3724,M8,P28,2010,1,25
3725,M8,P28,2010,2,26
3726,M8,P28,2010,3,27
3727,M8,P28,2010,4,28
3728,M8,P28,2010,5,29
3729,M8,P28,2010,6,30
3730,M8,P28,2010,7,31
3731,M8,P28,2010,8,32
3732,M8,P28,2010,9,33
3733,M8,P28,2010,10,34
3734,M8,P28,2010,11,35
3735,M8,P28,2010,12,36
3736,M8,P28,2011,1,37
3737,M8,P28,2011,2,38
3738,M8,P28,2011,3,39
3739,M8,P28,2011,4,40
3740,M8,P28,2011,5,41
3741,M8,P28,2011,6,42
3742,M8,P28,2011,7,43
3743,M8,P30,2010,1,25
3744,M8,P30,2010,2,26
3745,M8,P30,2010,3,27
3746,M8,P30,2010,4,28
3747,M8,P30,2010,5,29
3748,M8,P30,2010,6,30
3749,M8,P30,2010,7,31
3750,M8,P30,2010,8,32
3751,M8,P30,2010,9,33
3752,M8,P30,2010,10,34
3753,M8,P30,2010,11,35
3754,M8,P30,2010,12,36
3755,M8,P30,2011,1,37
3756,M8,P30,2011,2,38
3757,M8,P30,2011,3,39
3758,M8,P30,2011,4,40
3759,M8,P30,2011,5,41
3760,M8,P30,2011,6,42
3761,M8,P30,2011,7,43
3762,M8,P31,2010,1,25
3763,M8,P31,2010,2,26
3764,M8,P31,2010,3,27
3765,M8,P31,2010,4,28
3766,M8,P31,2010,5,29
3767,M8,P31,2010,6,30
3768,M8,P31,2010,7,31
3769,M8,P31,2010,8,32
3770,M8,P31,2010,9,33
3771,M8,P31,2010,10,34
3772,M8,P31,2010,11,35
3773,M8,P31,2010,12,36
3774,M8,P31,2011,1,37
3775,M8,P31,2011,2,38
3776,M8,P31,2011,3,39
3777,M8,P31,2011,4,40
3778,M8,P31,2011,5,41
3779,M8,P31,2011,6,42
3780,M8,P31,2011,7,43
3781,M9,P01,2010,1,25
3782,M9,P01,2010,2,26
3783,M9,P01,2010,3,27
3784,M9,P01,2010,4,28
3785,M9,P01,2010,5,29
3786,M9,P01,2010,6,30
3787,M9,P01,2010,7,31
3788,M9,P01,2010,8,32
3789,M9,P01,2010,9,33
3790,M9,P01,2010,10,34
3791,M9,P01,2010,11,35
3792,M9,P01,2010,12,36
3793,M9,P01,2011,1,37
3794,M9,P01,2011,2,38
3795,M9,P01,2011,3,39
3796,M9,P01,2011,4,40
3797,M9,P01,2011,5,41
3798,M9,P01,2011,6,42
3799,M9,P01,2011,7,43
3800,M9,P02,2010,1,25
3801,M9,P02,2010,2,26
3802,M9,P02,2010,3,27
3803,M9,P02,2010,4,28
3804,M9,P02,2010,5,29
3805,M9,P02,2010,6,30
3806,M9,P02,2010,7,31
3807,M9,P02,2010,8,32
3808,M9,P02,2010,9,33
3809,M9,P02,2010,10,34
3810,M9,P02,2010,11,35
3811,M9,P02,2010,12,36
3812,M9,P02,2011,1,37
3813,M9,P02,2011,2,38
3814,M9,P02,2011,3,39
3815,M9,P02,2011,4,40
3816,M9,P02,2011,5,41
3817,M9,P02,2011,6,42
3818,M9,P02,2011,7,43
3819,M9,P04,2010,1,25
3820,M9,P04,2010,2,26
3821,M9,P04,2010,3,27
3822,M9,P04,2010,4,28
3823,M9,P04,2010,5,29
3824,M9,P04,2010,6,30
3825,M9,P04,2010,7,31
3826,M9,P04,2010,8,32
3827,M9,P04,2010,9,33
3828,M9,P04,2010,10,34
3829,M9,P04,2010,11,35
3830,M9,P04,2010,12,36
3831,M9,P04,2011,1,37
3832,M9,P04,2011,2,38
3833,M9,P04,2011,3,39
3834,M9,P04,2011,4,40
3835,M9,P04,2011,5,41
3836,M9,P04,2011,6,42
3837,M9,P04,2011,7,43
3838,M9,P05,2010,1,25
3839,M9,P05,2010,2,26
3840,M9,P05,2010,3,27
3841,M9,P05,2010,4,28
3842,M9,P05,2010,5,29
3843,M9,P05,2010,6,30
3844,M9,P05,2010,7,31
3845,M9,P05,2010,8,32
3846,M9,P05,2010,9,33
3847,M9,P05,2010,10,34
3848,M9,P05,2010,11,35
3849,M9,P05,2010,12,36
3850,M9,P05,2011,1,37
3851,M9,P05,2011,2,38
3852,M9,P05,2011,3,39
3853,M9,P05,2011,4,40
3854,M9,P05,2011,5,41
3855,M9,P05,2011,6,42
3856,M9,P05,2011,7,43
3857,M9,P06,2010,1,25
3858,M9,P06,2010,2,26
3859,M9,P06,2010,3,27
3860,M9,P06,2010,4,28
3861,M9,P06,2010,5,29
3862,M9,P06,2010,6,30
3863,M9,P06,2010,7,31
3864,M9,P06,2010,8,32
3865,M9,P06,2010,9,33
3866,M9,P06,2010,10,34
3867,M9,P06,2010,11,35
3868,M9,P06,2010,12,36
3869,M9,P06,2011,1,37
3870,M9,P06,2011,2,38
3871,M9,P06,2011,3,39
3872,M9,P06,2011,4,40
3873,M9,P06,2011,5,41
3874,M9,P06,2011,6,42
3875,M9,P06,2011,7,43
3876,M9,P09,2010,1,25
3877,M9,P09,2010,2,26
3878,M9,P09,2010,3,27
3879,M9,P09,2010,4,28
3880,M9,P09,2010,5,29
3881,M9,P09,2010,6,30
3882,M9,P09,2010,7,31
3883,M9,P09,2010,8,32
3884,M9,P09,2010,9,33
3885,M9,P09,2010,10,34
3886,M9,P09,2010,11,35
3887,M9,P09,2010,12,36
3888,M9,P09,2011,1,37
3889,M9,P09,2011,2,38
3890,M9,P09,2011,3,39
3891,M9,P09,2011,4,40
3892,M9,P09,2011,5,41
3893,M9,P09,2011,6,42
3894,M9,P09,2011,7,43
3895,M9,P10,2010,1,25
3896,M9,P10,2010,2,26
3897,M9,P10,2010,3,27
3898,M9,P10,2010,4,28
3899,M9,P10,2010,5,29
3900,M9,P10,2010,6,30
3901,M9,P10,2010,7,31
3902,M9,P10,2010,8,32
3903,M9,P10,2010,9,33
3904,M9,P10,2010,10,34
3905,M9,P10,2010,11,35
3906,M9,P10,2010,12,36
3907,M9,P10,2011,1,37
3908,M9,P10,2011,2,38
3909,M9,P10,2011,3,39
3910,M9,P10,2011,4,40
3911,M9,P10,2011,5,41
3912,M9,P10,2011,6,42
3913,M9,P10,2011,7,43
3914,M9,P11,2010,1,25
3915,M9,P11,2010,2,26
3916,M9,P11,2010,3,27
3917,M9,P11,2010,4,28
3918,M9,P11,2010,5,29
3919,M9,P11,2010,6,30
3920,M9,P11,2010,7,31
3921,M9,P11,2010,8,32
3922,M9,P11,2010,9,33
3923,M9,P11,2010,10,34
3924,M9,P11,2010,11,35
3925,M9,P11,2010,12,36
3926,M9,P11,2011,1,37
3927,M9,P11,2011,2,38
3928,M9,P11,2011,3,39
3929,M9,P11,2011,4,40
3930,M9,P11,2011,5,41
3931,M9,P11,2011,6,42
3932,M9,P11,2011,7,43
3933,M9,P12,2010,1,25
3934,M9,P12,2010,2,26
3935,M9,P12,2010,3,27
3936,M9,P12,2010,4,28
3937,M9,P12,2010,5,29
3938,M9,P12,2010,6,30
3939,M9,P12,2010,7,31
3940,M9,P12,2010,8,32
3941,M9,P12,2010,9,33
3942,M9,P12,2010,10,34
3943,M9,P12,2010,11,35
3944,M9,P12,2010,12,36
3945,M9,P12,2011,1,37
3946,M9,P12,2011,2,38
3947,M9,P12,2011,3,39
3948,M9,P12,2011,4,40
3949,M9,P12,2011,5,41
3950,M9,P12,2011,6,42
3951,M9,P12,2011,7,43
3952,M9,P13,2010,1,25
3953,M9,P13,2010,2,26
3954,M9,P13,2010,3,27
3955,M9,P13,2010,4,28
3956,M9,P13,2010,5,29
3957,M9,P13,2010,6,30
3958,M9,P13,2010,7,31
3959,M9,P13,2010,8,32
3960,M9,P13,2010,9,33
3961,M9,P13,2010,10,34
3962,M9,P13,2010,11,35
3963,M9,P13,2010,12,36
3964,M9,P13,2011,1,37
3965,M9,P13,2011,2,38
3966,M9,P13,2011,3,39
3967,M9,P13,2011,4,40
3968,M9,P13,2011,5,41
3969,M9,P13,2011,6,42
3970,M9,P13,2011,7,43
3971,M9,P15,2010,1,25
3972,M9,P15,2010,2,26
3973,M9,P15,2010,3,27
3974,M9,P15,2010,4,28
3975,M9,P15,2010,5,29
3976,M9,P15,2010,6,30
3977,M9,P15,2010,7,31
3978,M9,P15,2010,8,32
3979,M9,P15,2010,9,33
3980,M9,P15,2010,10,34
3981,M9,P15,2010,11,35
3982,M9,P15,2010,12,36
3983,M9,P15,2011,1,37
3984,M9,P15,2011,2,38
3985,M9,P15,2011,3,39
3986,M9,P15,2011,4,40
3987,M9,P15,2011,5,41
3988,M9,P15,2011,6,42
3989,M9,P15,2011,7,43
3990,M9,P16,2010,1,25
3991,M9,P16,2010,2,26
3992,M9,P16,2010,3,27
3993,M9,P16,2010,4,28
3994,M9,P16,2010,5,29
3995,M9,P16,2010,6,30
3996,M9,P16,2010,7,31
3997,M9,P16,2010,8,32
3998,M9,P16,2010,9,33
3999,M9,P16,2010,10,34
4000,M9,P16,2010,11,35
4001,M9,P16,2010,12,36
4002,M9,P16,2011,1,37
4003,M9,P16,2011,2,38
4004,M9,P16,2011,3,39
4005,M9,P16,2011,4,40
4006,M9,P16,2011,5,41
4007,M9,P16,2011,6,42
4008,M9,P16,2011,7,43
4009,M9,P17,2010,1,25
4010,M9,P17,2010,2,26
4011,M9,P17,2010,3,27
4012,M9,P17,2010,4,28
4013,M9,P17,2010,5,29
4014,M9,P17,2010,6,30
4015,M9,P17,2010,7,31
4016,M9,P17,2010,8,32
4017,M9,P17,2010,9,33
4018,M9,P17,2010,10,34
4019,M9,P17,2010,11,35
4020,M9,P17,2010,12,36
4021,M9,P17,2011,1,37
4022,M9,P17,2011,2,38
4023,M9,P17,2011,3,39
4024,M9,P17,2011,4,40
4025,M9,P17,2011,5,41
4026,M9,P17,2011,6,42
4027,M9,P17,2011,7,43
4028,M9,P19,2010,1,25
4029,M9,P19,2010,2,26
4030,M9,P19,2010,3,27
4031,M9,P19,2010,4,28
4032,M9,P19,2010,5,29
4033,M9,P19,2010,6,30
4034,M9,P19,2010,7,31
4035,M9,P19,2010,8,32
4036,M9,P19,2010,9,33
4037,M9,P19,2010,10,34
4038,M9,P19,2010,11,35
4039,M9,P19,2010,12,36
4040,M9,P19,2011,1,37
4041,M9,P19,2011,2,38
4042,M9,P19,2011,3,39
4043,M9,P19,2011,4,40
4044,M9,P19,2011,5,41
4045,M9,P19,2011,6,42
4046,M9,P19,2011,7,43
4047,M9,P20,2010,1,25
4048,M9,P20,2010,2,26
4049,M9,P20,2010,3,27
4050,M9,P20,2010,4,28
4051,M9,P20,2010,5,29
4052,M9,P20,2010,6,30
4053,M9,P20,2010,7,31
4054,M9,P20,2010,8,32
4055,M9,P20,2010,9,33
4056,M9,P20,2010,10,34
4057,M9,P20,2010,11,35
4058,M9,P20,2010,12,36
4059,M9,P20,2011,1,37
4060,M9,P20,2011,2,38
4061,M9,P20,2011,3,39
4062,M9,P20,2011,4,40
4063,M9,P20,2011,5,41
4064,M9,P20,2011,6,42
4065,M9,P20,2011,7,43
4066,M9,P21,2010,1,25
4067,M9,P21,2010,2,26
4068,M9,P21,2010,3,27
4069,M9,P21,2010,4,28
4070,M9,P21,2010,5,29
4071,M9,P21,2010,6,30
4072,M9,P21,2010,7,31
4073,M9,P21,2010,8,32
4074,M9,P21,2010,9,33
4075,M9,P21,2010,10,34
4076,M9,P21,2010,11,35
4077,M9,P21,2010,12,36
4078,M9,P21,2011,1,37
4079,M9,P21,2011,2,38
4080,M9,P21,2011,3,39
4081,M9,P21,2011,4,40
4082,M9,P21,2011,5,41
4083,M9,P21,2011,6,42
4084,M9,P21,2011,7,43
4085,M9,P22,2010,1,25
4086,M9,P22,2010,2,26
4087,M9,P22,2010,3,27
4088,M9,P22,2010,4,28
4089,M9,P22,2010,5,29
4090,M9,P22,2010,6,30
4091,M9,P22,2010,7,31
4092,M9,P22,2010,8,32
4093,M9,P22,2010,9,33
4094,M9,P22,2010,10,34
4095,M9,P22,2010,11,35
4096,M9,P22,2010,12,36
4097,M9,P22,2011,1,37
4098,M9,P22,2011,2,38
4099,M9,P22,2011,3,39
4100,M9,P22,2011,4,40
4101,M9,P22,2011,5,41
4102,M9,P22,2011,6,42
4103,M9,P22,2011,7,43
4104,M9,P23,2010,1,25
4105,M9,P23,2010,2,26
4106,M9,P23,2010,3,27
4107,M9,P23,2010,4,28
4108,M9,P23,2010,5,29
4109,M9,P23,2010,6,30
4110,M9,P23,2010,7,31
4111,M9,P23,2010,8,32
4112,M9,P23,2010,9,33
4113,M9,P23,2010,10,34
4114,M9,P23,2010,11,35
4115,M9,P23,2010,12,36
4116,M9,P23,2011,1,37
4117,M9,P23,2011,2,38
4118,M9,P23,2011,3,39
4119,M9,P23,2011,4,40
4120,M9,P23,2011,5,41
4121,M9,P23,2011,6,42
4122,M9,P23,2011,7,43
4123,M9,P24,2010,1,25
4124,M9,P24,2010,2,26
4125,M9,P24,2010,3,27
4126,M9,P24,2010,4,28
4127,M9,P24,2010,5,29
4128,M9,P24,2010,6,30
4129,M9,P24,2010,7,31
4130,M9,P24,2010,8,32
4131,M9,P24,2010,9,33
4132,M9,P24,2010,10,34
4133,M9,P24,2010,11,35
4134,M9,P24,2010,12,36
4135,M9,P24,2011,1,37
4136,M9,P24,2011,2,38
4137,M9,P24,2011,3,39
4138,M9,P24,2011,4,40
4139,M9,P24,2011,5,41
4140,M9,P24,2011,6,42
4141,M9,P24,2011,7,43
4142,M9,P25,2010,1,25
4143,M9,P25,2010,2,26
4144,M9,P25,2010,3,27
4145,M9,P25,2010,4,28
4146,M9,P25,2010,5,29
4147,M9,P25,2010,6,30
4148,M9,P25,2010,7,31
4149,M9,P25,2010,8,32
4150,M9,P25,2010,9,33
4151,M9,P25,2010,10,34
4152,M9,P25,2010,11,35
4153,M9,P25,2010,12,36
4154,M9,P25,2011,1,37
4155,M9,P25,2011,2,38
4156,M9,P25,2011,3,39
4157,M9,P25,2011,4,40
4158,M9,P25,2011,5,41
4159,M9,P25,2011,6,42
4160,M9,P25,2011,7,43
4161,M9,P26,2010,1,25
4162,M9,P26,2010,2,26
4163,M9,P26,2010,3,27
4164,M9,P26,2010,4,28
4165,M9,P26,2010,5,29
4166,M9,P26,2010,6,30
4167,M9,P26,2010,7,31
4168,M9,P26,2010,8,32
4169,M9,P26,2010,9,33
4170,M9,P26,2010,10,34
4171,M9,P26,2010,11,35
4172,M9,P26,2010,12,36
4173,M9,P26,2011,1,37
4174,M9,P26,2011,2,38
4175,M9,P26,2011,3,39
4176,M9,P26,2011,4,40
4177,M9,P26,2011,5,41
4178,M9,P26,2011,6,42
4179,M9,P26,2011,7,43
4180,M9,P27,2010,1,25
4181,M9,P27,2010,2,26
4182,M9,P27,2010,3,27
4183,M9,P27,2010,4,28
4184,M9,P27,2010,5,29
4185,M9,P27,2010,6,30
4186,M9,P27,2010,7,31
4187,M9,P27,2010,8,32
4188,M9,P27,2010,9,33
4189,M9,P27,2010,10,34
4190,M9,P27,2010,11,35
4191,M9,P27,2010,12,36
4192,M9,P27,2011,1,37
4193,M9,P27,2011,2,38
4194,M9,P27,2011,3,39
4195,M9,P27,2011,4,40
4196,M9,P27,2011,5,41
4197,M9,P27,2011,6,42
4198,M9,P27,2011,7,43
4199,M9,P28,2010,1,25
4200,M9,P28,2010,2,26
4201,M9,P28,2010,3,27
4202,M9,P28,2010,4,28
4203,M9,P28,2010,5,29
4204,M9,P28,2010,6,30
4205,M9,P28,2010,7,31
4206,M9,P28,2010,8,32
4207,M9,P28,2010,9,33
4208,M9,P28,2010,10,34
4209,M9,P28,2010,11,35
4210,M9,P28,2010,12,36
4211,M9,P28,2011,1,37
4212,M9,P28,2011,2,38
4213,M9,P28,2011,3,39
4214,M9,P28,2011,4,40
4215,M9,P28,2011,5,41
4216,M9,P28,2011,6,42
4217,M9,P28,2011,7,43
4218,M9,P30,2010,1,25
4219,M9,P30,2010,2,26
4220,M9,P30,2010,3,27
4221,M9,P30,2010,4,28
4222,M9,P30,2010,5,29
4223,M9,P30,2010,6,30
4224,M9,P30,2010,7,31
4225,M9,P30,2010,8,32
4226,M9,P30,2010,9,33
4227,M9,P30,2010,10,34
4228,M9,P30,2010,11,35
4229,M9,P30,2010,12,36
4230,M9,P30,2011,1,37
4231,M9,P30,2011,2,38
4232,M9,P30,2011,3,39
4233,M9,P30,2011,4,40
4234,M9,P30,2011,5,41
4235,M9,P30,2011,6,42
4236,M9,P30,2011,7,43
4237,M9,P31,2010,1,25
4238,M9,P31,2010,2,26
4239,M9,P31,2010,3,27
4240,M9,P31,2010,4,28
4241,M9,P31,2010,5,29
4242,M9,P31,2010,6,30
4243,M9,P31,2010,7,31
4244,M9,P31,2010,8,32
4245,M9,P31,2010,9,33
4246,M9,P31,2010,10,34
4247,M9,P31,2010,11,35
4248,M9,P31,2010,12,36
4249,M9,P31,2011,1,37
4250,M9,P31,2011,2,38
4251,M9,P31,2011,3,39
4252,M9,P31,2011,4,40
4253,M9,P31,2011,5,41
4254,M9,P31,2011,6,42
4255,M9,P31,2011,7,43
