,module_category,component_category,year,month,number_repair,time
798,M2,P02,2007,12,18,0
799,M2,P02,2008,1,34,1
800,M2,P02,2008,2,15,2
801,M2,P02,2008,3,22,3
802,M2,P02,2008,4,13,4
803,M2,P02,2008,5,14,5
804,M2,P02,2008,6,15,6
805,M2,P02,2008,7,9,7
806,M2,P02,2008,8,9,8
807,M2,P02,2008,9,11,9
808,M2,P02,2008,10,14,10
809,M2,P02,2008,11,10,11
810,M2,P02,2008,12,5,12
811,M2,P02,2009,1,7,13
812,M2,P02,2009,2,3,14
813,M2,P02,2009,3,8,15
814,M2,P02,2009,4,9,16
815,M2,P02,2009,5,4,17
816,M2,P02,2009,6,5,18
817,M2,P02,2009,7,6,19
818,M2,P02,2009,8,2,20
819,M2,P02,2009,9,1,21
820,M2,P02,2009,10,4,22
821,M2,P02,2009,11,2,23
822,M2,P02,2009,12,2,24
823,M2,P04,2007,4,3,-8
824,M2,P04,2007,5,4,-7
825,M2,P04,2007,6,7,-6
826,M2,P04,2007,7,7,-5
827,M2,P04,2007,8,5,-4
828,M2,P04,2007,9,7,-3
829,M2,P04,2007,10,6,-2
830,M2,P04,2007,11,7,-1
831,M2,P04,2007,12,11,0
832,M2,P04,2008,1,14,1
833,M2,P04,2008,2,6,2
834,M2,P04,2008,3,11,3
835,M2,P04,2008,4,6,4
836,M2,P04,2008,5,4,5
837,M2,P04,2008,6,6,6
838,M2,P04,2008,7,4,7
839,M2,P04,2008,8,5,8
840,M2,P04,2008,9,3,9
841,M2,P04,2008,10,4,10
842,M2,P04,2008,11,2,11
843,M2,P04,2008,12,6,12
844,M2,P04,2009,1,2,13
845,M2,P04,2009,2,2,14
846,M2,P04,2009,3,1,15
847,M2,P04,2009,4,2,16
848,M2,P04,2009,5,1,17
849,M2,P04,2009,6,2,18
850,M2,P04,2009,7,1,19
851,M2,P04,2009,8,4,20
852,M2,P04,2009,10,2,22
853,M2,P04,2009,11,2,23
854,M2,P04,2009,12,3,24
855,M2,P05,2007,3,1,-9
856,M2,P05,2007,4,11,-8
857,M2,P05,2007,5,11,-7
858,M2,P05,2007,6,22,-6
859,M2,P05,2007,7,23,-5
860,M2,P05,2007,8,39,-4
861,M2,P05,2007,9,52,-3
862,M2,P05,2007,10,64,-2
863,M2,P05,2007,11,47,-1
864,M2,P05,2007,12,33,0
865,M2,P05,2008,1,26,1
866,M2,P05,2008,2,25,2
867,M2,P05,2008,3,65,3
868,M2,P05,2008,4,38,4
869,M2,P05,2008,5,53,5
870,M2,P05,2008,6,50,6
871,M2,P05,2008,7,71,7
872,M2,P05,2008,8,87,8
873,M2,P05,2008,9,74,9
874,M2,P05,2008,10,61,10
875,M2,P05,2008,11,40,11
876,M2,P05,2008,12,48,12
877,M2,P05,2009,1,30,13
878,M2,P05,2009,2,27,14
879,M2,P05,2009,3,67,15
880,M2,P05,2009,4,54,16
881,M2,P05,2009,5,41,17
882,M2,P05,2009,6,45,18
883,M2,P05,2009,7,60,19
884,M2,P05,2009,8,43,20
885,M2,P05,2009,9,32,21
886,M2,P05,2009,10,18,22
887,M2,P05,2009,11,23,23
888,M2,P05,2009,12,12,24
889,M2,P06,2007,3,1,-9
890,M2,P06,2007,4,61,-8
891,M2,P06,2007,5,72,-7
892,M2,P06,2007,6,78,-6
893,M2,P06,2007,7,294,-5
894,M2,P06,2007,8,372,-4
895,M2,P06,2007,9,366,-3
896,M2,P06,2007,10,407,-2
897,M2,P06,2007,11,457,-1
898,M2,P06,2007,12,438,0
899,M2,P06,2008,1,545,1
900,M2,P06,2008,2,431,2
901,M2,P06,2008,3,804,3
902,M2,P06,2008,4,572,4
903,M2,P06,2008,5,781,5
904,M2,P06,2008,6,776,6
905,M2,P06,2008,7,1099,7
906,M2,P06,2008,8,1424,8
907,M2,P06,2008,9,1307,9
908,M2,P06,2008,10,831,10
909,M2,P06,2008,11,722,11
910,M2,P06,2008,12,713,12
911,M2,P06,2009,1,705,13
912,M2,P06,2009,2,606,14
913,M2,P06,2009,3,1029,15
914,M2,P06,2009,4,998,16
915,M2,P06,2009,5,691,17
916,M2,P06,2009,6,527,18
917,M2,P06,2009,7,614,19
918,M2,P06,2009,8,581,20
919,M2,P06,2009,9,809,21
920,M2,P06,2009,10,399,22
921,M2,P06,2009,11,325,23
922,M2,P06,2009,12,221,24
923,M2,P07,2008,5,1,5
924,M2,P08,2008,4,1,4
925,M2,P09,2007,4,5,-8
926,M2,P09,2007,5,8,-7
927,M2,P09,2007,6,12,-6
928,M2,P09,2007,7,14,-5
929,M2,P09,2007,8,18,-4
930,M2,P09,2007,9,21,-3
931,M2,P09,2007,10,25,-2
932,M2,P09,2007,11,18,-1
933,M2,P09,2007,12,40,0
934,M2,P09,2008,1,40,1
935,M2,P09,2008,2,35,2
936,M2,P09,2008,3,81,3
937,M2,P09,2008,4,74,4
938,M2,P09,2008,5,112,5
939,M2,P09,2008,6,158,6
940,M2,P09,2008,7,169,7
941,M2,P09,2008,8,146,8
942,M2,P09,2008,9,158,9
943,M2,P09,2008,10,105,10
944,M2,P09,2008,11,162,11
945,M2,P09,2008,12,184,12
946,M2,P09,2009,1,171,13
947,M2,P09,2009,2,138,14
948,M2,P09,2009,3,281,15
949,M2,P09,2009,4,307,16
950,M2,P09,2009,5,264,17
951,M2,P09,2009,6,264,18
952,M2,P09,2009,7,265,19
953,M2,P09,2009,8,214,20
954,M2,P09,2009,9,146,21
955,M2,P09,2009,10,78,22
956,M2,P09,2009,11,76,23
957,M2,P09,2009,12,53,24
958,M2,P10,2007,7,1,-5
959,M2,P10,2007,10,3,-2
960,M2,P10,2007,11,1,-1
961,M2,P11,2007,4,3,-8
962,M2,P11,2007,5,3,-7
963,M2,P11,2007,6,3,-6
964,M2,P11,2007,7,4,-5
965,M2,P11,2007,8,12,-4
966,M2,P11,2007,9,1,-3
967,M2,P11,2007,10,6,-2
968,M2,P11,2007,11,6,-1
969,M2,P11,2007,12,7,0
970,M2,P11,2008,1,10,1
971,M2,P11,2008,2,9,2
972,M2,P11,2008,3,9,3
973,M2,P11,2008,4,12,4
974,M2,P11,2008,5,14,5
975,M2,P11,2008,6,12,6
976,M2,P11,2008,7,11,7
977,M2,P11,2008,8,8,8
978,M2,P11,2008,9,15,9
979,M2,P11,2008,10,9,10
980,M2,P11,2008,11,9,11
981,M2,P11,2008,12,6,12
982,M2,P11,2009,1,5,13
983,M2,P11,2009,2,4,14
984,M2,P11,2009,3,8,15
985,M2,P11,2009,4,4,16
986,M2,P11,2009,5,3,17
987,M2,P11,2009,6,10,18
988,M2,P11,2009,7,4,19
989,M2,P11,2009,8,5,20
990,M2,P11,2009,9,7,21
991,M2,P11,2009,12,1,24
992,M2,P12,2007,3,6,-9
993,M2,P12,2007,4,34,-8
994,M2,P12,2007,5,53,-7
995,M2,P12,2007,6,87,-6
996,M2,P12,2007,7,154,-5
997,M2,P12,2007,8,143,-4
998,M2,P12,2007,9,144,-3
999,M2,P12,2007,10,152,-2
1000,M2,P12,2007,11,149,-1
1001,M2,P12,2007,12,170,0
1002,M2,P12,2008,1,147,1
1003,M2,P12,2008,2,108,2
1004,M2,P12,2008,3,203,3
1005,M2,P12,2008,4,124,4
1006,M2,P12,2008,5,109,5
1007,M2,P12,2008,6,99,6
1008,M2,P12,2008,7,103,7
1009,M2,P12,2008,8,95,8
1010,M2,P12,2008,9,102,9
1011,M2,P12,2008,10,142,10
1012,M2,P12,2008,11,187,11
1013,M2,P12,2008,12,174,12
1014,M2,P12,2009,1,175,13
1015,M2,P12,2009,2,145,14
1016,M2,P12,2009,3,52,15
1017,M2,P12,2009,4,30,16
1018,M2,P12,2009,5,23,17
1019,M2,P12,2009,6,12,18
1020,M2,P12,2009,7,6,19
1021,M2,P12,2009,8,18,20
1022,M2,P12,2009,9,9,21
1023,M2,P12,2009,10,5,22
1024,M2,P12,2009,11,6,23
1025,M2,P12,2009,12,9,24
1026,M2,P13,2007,4,5,-8
1027,M2,P13,2007,5,4,-7
1028,M2,P13,2007,6,9,-6
1029,M2,P13,2007,7,9,-5
1030,M2,P13,2007,8,7,-4
1031,M2,P13,2007,9,9,-3
1032,M2,P13,2007,10,10,-2
1033,M2,P13,2007,11,13,-1
1034,M2,P13,2007,12,12,0
1035,M2,P13,2008,1,14,1
1036,M2,P13,2008,2,10,2
1037,M2,P13,2008,3,19,3
1038,M2,P13,2008,4,9,4
1039,M2,P13,2008,5,15,5
1040,M2,P13,2008,6,11,6
1041,M2,P13,2008,7,11,7
1042,M2,P13,2008,8,18,8
1043,M2,P13,2008,9,12,9
1044,M2,P13,2008,10,15,10
1045,M2,P13,2008,11,9,11
1046,M2,P13,2008,12,12,12
1047,M2,P13,2009,1,16,13
1048,M2,P13,2009,2,8,14
1049,M2,P13,2009,3,16,15
1050,M2,P13,2009,4,21,16
1051,M2,P13,2009,5,16,17
1052,M2,P13,2009,6,17,18
1053,M2,P13,2009,7,11,19
1054,M2,P13,2009,8,14,20
1055,M2,P13,2009,9,6,21
1056,M2,P13,2009,10,5,22
1057,M2,P13,2009,11,3,23
1058,M2,P13,2009,12,5,24
1059,M2,P14,2009,8,1,20
1060,M2,P15,2007,3,2,-9
1061,M2,P15,2007,4,15,-8
1062,M2,P15,2007,5,25,-7
1063,M2,P15,2007,6,54,-6
1064,M2,P15,2007,7,90,-5
1065,M2,P15,2007,8,139,-4
1066,M2,P15,2007,9,112,-3
1067,M2,P15,2007,10,108,-2
1068,M2,P15,2007,11,116,-1
1069,M2,P15,2007,12,119,0
1070,M2,P15,2008,1,127,1
1071,M2,P15,2008,2,98,2
1072,M2,P15,2008,3,191,3
1073,M2,P15,2008,4,147,4
1074,M2,P15,2008,5,175,5
1075,M2,P15,2008,6,172,6
1076,M2,P15,2008,7,183,7
1077,M2,P15,2008,8,168,8
1078,M2,P15,2008,9,171,9
1079,M2,P15,2008,10,144,10
1080,M2,P15,2008,11,116,11
1081,M2,P15,2008,12,86,12
1082,M2,P15,2009,1,111,13
1083,M2,P15,2009,2,76,14
1084,M2,P15,2009,3,110,15
1085,M2,P15,2009,4,93,16
1086,M2,P15,2009,5,85,17
1087,M2,P15,2009,6,83,18
1088,M2,P15,2009,7,80,19
1089,M2,P15,2009,8,65,20
1090,M2,P15,2009,9,59,21
1091,M2,P15,2009,10,32,22
1092,M2,P15,2009,11,23,23
1093,M2,P15,2009,12,15,24
1094,M2,P16,2007,3,2,-9
1095,M2,P16,2007,4,15,-8
1096,M2,P16,2007,5,12,-7
1097,M2,P16,2007,6,40,-6
1098,M2,P16,2007,7,66,-5
1099,M2,P16,2007,8,107,-4
1100,M2,P16,2007,9,118,-3
1101,M2,P16,2007,10,108,-2
1102,M2,P16,2007,11,142,-1
1103,M2,P16,2007,12,191,0
1104,M2,P16,2008,1,202,1
1105,M2,P16,2008,2,134,2
1106,M2,P16,2008,3,317,3
1107,M2,P16,2008,4,349,4
1108,M2,P16,2008,5,469,5
1109,M2,P16,2008,6,769,6
1110,M2,P16,2008,7,1285,7
1111,M2,P16,2008,8,2182,8
1112,M2,P16,2008,9,2632,9
1113,M2,P16,2008,10,2458,10
1114,M2,P16,2008,11,1517,11
1115,M2,P16,2008,12,1223,12
1116,M2,P16,2009,1,859,13
1117,M2,P16,2009,2,776,14
1118,M2,P16,2009,3,1178,15
1119,M2,P16,2009,4,1088,16
1120,M2,P16,2009,5,1583,17
1121,M2,P16,2009,6,1923,18
1122,M2,P16,2009,7,2501,19
1123,M2,P16,2009,8,2247,20
1124,M2,P16,2009,9,1753,21
1125,M2,P16,2009,10,834,22
1126,M2,P16,2009,11,580,23
1127,M2,P16,2009,12,367,24
1128,M2,P17,2007,4,3,-8
1129,M2,P17,2007,5,9,-7
1130,M2,P17,2007,6,10,-6
1131,M2,P17,2007,7,29,-5
1132,M2,P17,2007,8,33,-4
1133,M2,P17,2007,9,34,-3
1134,M2,P17,2007,10,32,-2
1135,M2,P17,2007,11,42,-1
1136,M2,P17,2007,12,34,0
1137,M2,P17,2008,1,41,1
1138,M2,P17,2008,2,25,2
1139,M2,P17,2008,3,41,3
1140,M2,P17,2008,4,34,4
1141,M2,P17,2008,5,34,5
1142,M2,P17,2008,6,47,6
1143,M2,P17,2008,7,44,7
1144,M2,P17,2008,8,45,8
1145,M2,P17,2008,9,30,9
1146,M2,P17,2008,10,46,10
1147,M2,P17,2008,11,33,11
1148,M2,P17,2008,12,28,12
1149,M2,P17,2009,1,36,13
1150,M2,P17,2009,2,31,14
1151,M2,P17,2009,3,55,15
1152,M2,P17,2009,4,34,16
1153,M2,P17,2009,5,28,17
1154,M2,P17,2009,6,39,18
1155,M2,P17,2009,7,27,19
1156,M2,P17,2009,8,28,20
1157,M2,P17,2009,9,25,21
1158,M2,P17,2009,10,14,22
1159,M2,P17,2009,11,13,23
1160,M2,P17,2009,12,6,24
1161,M2,P19,2007,5,1,-7
1162,M2,P19,2007,6,3,-6
1163,M2,P19,2007,7,7,-5
1164,M2,P19,2007,8,8,-4
1165,M2,P19,2007,9,6,-3
1166,M2,P19,2007,10,5,-2
1167,M2,P19,2007,11,10,-1
1168,M2,P19,2007,12,8,0
1169,M2,P19,2008,1,7,1
1170,M2,P19,2008,2,8,2
1171,M2,P19,2008,3,12,3
1172,M2,P19,2008,4,6,4
1173,M2,P19,2008,5,8,5
1174,M2,P19,2008,6,14,6
1175,M2,P19,2008,7,22,7
1176,M2,P19,2008,8,20,8
1177,M2,P19,2008,9,14,9
1178,M2,P19,2008,10,11,10
1179,M2,P19,2008,11,18,11
1180,M2,P19,2008,12,8,12
1181,M2,P19,2009,1,9,13
1182,M2,P19,2009,2,10,14
1183,M2,P19,2009,3,17,15
1184,M2,P19,2009,4,23,16
1185,M2,P19,2009,5,17,17
1186,M2,P19,2009,6,23,18
1187,M2,P19,2009,7,24,19
1188,M2,P19,2009,8,14,20
1189,M2,P19,2009,9,11,21
1190,M2,P19,2009,10,5,22
1191,M2,P19,2009,11,6,23
1192,M2,P19,2009,12,2,24
1193,M2,P20,2007,3,8,-9
1194,M2,P20,2007,4,24,-8
1195,M2,P20,2007,5,54,-7
1196,M2,P20,2007,6,81,-6
1197,M2,P20,2007,7,169,-5
1198,M2,P20,2007,8,316,-4
1199,M2,P20,2007,9,462,-3
1200,M2,P20,2007,10,483,-2
1201,M2,P20,2007,11,599,-1
1202,M2,P20,2007,12,617,0
1203,M2,P20,2008,1,643,1
1204,M2,P20,2008,2,448,2
1205,M2,P20,2008,3,801,3
1206,M2,P20,2008,4,739,4
1207,M2,P20,2008,5,823,5
1208,M2,P20,2008,6,873,6
1209,M2,P20,2008,7,1048,7
1210,M2,P20,2008,8,1019,8
1211,M2,P20,2008,9,1037,9
1212,M2,P20,2008,10,890,10
1213,M2,P20,2008,11,891,11
1214,M2,P20,2008,12,834,12
1215,M2,P20,2009,1,805,13
1216,M2,P20,2009,2,660,14
1217,M2,P20,2009,3,927,15
1218,M2,P20,2009,4,839,16
1219,M2,P20,2009,5,879,17
1220,M2,P20,2009,6,851,18
1221,M2,P20,2009,7,867,19
1222,M2,P20,2009,8,789,20
1223,M2,P20,2009,9,546,21
1224,M2,P20,2009,10,277,22
1225,M2,P20,2009,11,178,23
1226,M2,P20,2009,12,139,24
1227,M2,P21,2007,3,2,-9
1228,M2,P21,2007,4,11,-8
1229,M2,P21,2007,5,25,-7
1230,M2,P21,2007,6,36,-6
1231,M2,P21,2007,7,45,-5
1232,M2,P21,2007,8,85,-4
1233,M2,P21,2007,9,138,-3
1234,M2,P21,2007,10,109,-2
1235,M2,P21,2007,11,122,-1
1236,M2,P21,2007,12,120,0
1237,M2,P21,2008,1,125,1
1238,M2,P21,2008,2,94,2
1239,M2,P21,2008,3,191,3
1240,M2,P21,2008,4,140,4
1241,M2,P21,2008,5,105,5
1242,M2,P21,2008,6,117,6
1243,M2,P21,2008,7,120,7
1244,M2,P21,2008,8,91,8
1245,M2,P21,2008,9,59,9
1246,M2,P21,2008,10,68,10
1247,M2,P21,2008,11,67,11
1248,M2,P21,2008,12,61,12
1249,M2,P21,2009,1,46,13
1250,M2,P21,2009,2,27,14
1251,M2,P21,2009,3,23,15
1252,M2,P21,2009,4,15,16
1253,M2,P21,2009,5,24,17
1254,M2,P21,2009,6,23,18
1255,M2,P21,2009,7,37,19
1256,M2,P21,2009,8,16,20
1257,M2,P21,2009,9,14,21
1258,M2,P21,2009,10,6,22
1259,M2,P21,2009,11,5,23
1260,M2,P21,2009,12,8,24
1261,M2,P22,2007,3,1,-9
1262,M2,P22,2007,4,22,-8
1263,M2,P22,2007,5,24,-7
1264,M2,P22,2007,6,11,-6
1265,M2,P22,2007,7,14,-5
1266,M2,P22,2007,8,39,-4
1267,M2,P22,2007,9,59,-3
1268,M2,P22,2007,10,46,-2
1269,M2,P22,2007,11,35,-1
1270,M2,P22,2007,12,46,0
1271,M2,P22,2008,1,37,1
1272,M2,P22,2008,2,30,2
1273,M2,P22,2008,3,65,3
1274,M2,P22,2008,4,44,4
1275,M2,P22,2008,5,51,5
1276,M2,P22,2008,6,57,6
1277,M2,P22,2008,7,53,7
1278,M2,P22,2008,8,59,8
1279,M2,P22,2008,9,82,9
1280,M2,P22,2008,10,63,10
1281,M2,P22,2008,11,62,11
1282,M2,P22,2008,12,56,12
1283,M2,P22,2009,1,47,13
1284,M2,P22,2009,2,31,14
1285,M2,P22,2009,3,83,15
1286,M2,P22,2009,4,73,16
1287,M2,P22,2009,5,60,17
1288,M2,P22,2009,6,62,18
1289,M2,P22,2009,7,46,19
1290,M2,P22,2009,8,47,20
1291,M2,P22,2009,9,38,21
1292,M2,P22,2009,10,23,22
1293,M2,P22,2009,11,13,23
1294,M2,P22,2009,12,12,24
1295,M2,P24,2007,3,2,-9
1296,M2,P24,2007,4,5,-8
1297,M2,P24,2007,5,17,-7
1298,M2,P24,2007,6,27,-6
1299,M2,P24,2007,7,59,-5
1300,M2,P24,2007,8,81,-4
1301,M2,P24,2007,9,113,-3
1302,M2,P24,2007,10,146,-2
1303,M2,P24,2007,11,256,-1
1304,M2,P24,2007,12,486,0
1305,M2,P24,2008,1,684,1
1306,M2,P24,2008,2,544,2
1307,M2,P24,2008,3,1346,3
1308,M2,P24,2008,4,1369,4
1309,M2,P24,2008,5,1596,5
1310,M2,P24,2008,6,1689,6
1311,M2,P24,2008,7,1982,7
1312,M2,P24,2008,8,2000,8
1313,M2,P24,2008,9,2079,9
1314,M2,P24,2008,10,1896,10
1315,M2,P24,2008,11,2078,11
1316,M2,P24,2008,12,2093,12
1317,M2,P24,2009,1,1763,13
1318,M2,P24,2009,2,1439,14
1319,M2,P24,2009,3,2604,15
1320,M2,P24,2009,4,2115,16
1321,M2,P24,2009,5,1962,17
1322,M2,P24,2009,6,1934,18
1323,M2,P24,2009,7,2035,19
1324,M2,P24,2009,8,1693,20
1325,M2,P24,2009,9,1157,21
1326,M2,P24,2009,10,613,22
1327,M2,P24,2009,11,417,23
1328,M2,P24,2009,12,233,24
1329,M2,P25,2007,4,6,-8
1330,M2,P25,2007,5,11,-7
1331,M2,P25,2007,6,18,-6
1332,M2,P25,2007,7,30,-5
1333,M2,P25,2007,8,52,-4
1334,M2,P25,2007,9,112,-3
1335,M2,P25,2007,10,107,-2
1336,M2,P25,2007,11,85,-1
1337,M2,P25,2007,12,81,0
1338,M2,P25,2008,1,63,1
1339,M2,P25,2008,2,46,2
1340,M2,P25,2008,3,101,3
1341,M2,P25,2008,4,80,4
1342,M2,P25,2008,5,91,5
1343,M2,P25,2008,6,76,6
1344,M2,P25,2008,7,109,7
1345,M2,P25,2008,8,117,8
1346,M2,P25,2008,9,138,9
1347,M2,P25,2008,10,103,10
1348,M2,P25,2008,11,87,11
1349,M2,P25,2008,12,57,12
1350,M2,P25,2009,1,72,13
1351,M2,P25,2009,2,63,14
1352,M2,P25,2009,3,79,15
1353,M2,P25,2009,4,61,16
1354,M2,P25,2009,5,67,17
1355,M2,P25,2009,6,52,18
1356,M2,P25,2009,7,56,19
1357,M2,P25,2009,8,34,20
1358,M2,P25,2009,9,28,21
1359,M2,P25,2009,10,10,22
1360,M2,P25,2009,11,5,23
1361,M2,P25,2009,12,4,24
1362,M2,P26,2007,4,5,-8
1363,M2,P26,2007,5,4,-7
1364,M2,P26,2007,6,6,-6
1365,M2,P26,2007,7,12,-5
1366,M2,P26,2007,8,11,-4
1367,M2,P26,2007,9,12,-3
1368,M2,P26,2007,10,10,-2
1369,M2,P26,2007,11,11,-1
1370,M2,P26,2007,12,11,0
1371,M2,P26,2008,1,17,1
1372,M2,P26,2008,2,8,2
1373,M2,P26,2008,3,9,3
1374,M2,P26,2008,4,10,4
1375,M2,P26,2008,5,18,5
1376,M2,P26,2008,6,9,6
1377,M2,P26,2008,7,10,7
1378,M2,P26,2008,8,14,8
1379,M2,P26,2008,9,8,9
1380,M2,P26,2008,10,8,10
1381,M2,P26,2008,11,3,11
1382,M2,P26,2008,12,8,12
1383,M2,P26,2009,1,9,13
1384,M2,P26,2009,2,10,14
1385,M2,P26,2009,3,9,15
1386,M2,P26,2009,4,7,16
1387,M2,P26,2009,5,10,17
1388,M2,P26,2009,6,4,18
1389,M2,P26,2009,7,5,19
1390,M2,P26,2009,8,3,20
1391,M2,P26,2009,9,4,21
1392,M2,P26,2009,10,3,22
1393,M2,P26,2009,11,1,23
1394,M2,P26,2009,12,5,24
1395,M2,P27,2008,3,1,3
1396,M2,P27,2008,6,2,6
1397,M2,P27,2008,8,2,8
1398,M2,P27,2008,10,1,10
1399,M2,P27,2009,1,2,13
1400,M2,P27,2009,8,1,20
1401,M2,P27,2009,9,3,21
1402,M2,P28,2007,4,29,-8
1403,M2,P28,2007,5,70,-7
1404,M2,P28,2007,6,89,-6
1405,M2,P28,2007,7,184,-5
1406,M2,P28,2007,8,284,-4
1407,M2,P28,2007,9,255,-3
1408,M2,P28,2007,10,223,-2
1409,M2,P28,2007,11,202,-1
1410,M2,P28,2007,12,228,0
1411,M2,P28,2008,1,210,1
1412,M2,P28,2008,2,137,2
1413,M2,P28,2008,3,274,3
1414,M2,P28,2008,4,218,4
1415,M2,P28,2008,5,231,5
1416,M2,P28,2008,6,267,6
1417,M2,P28,2008,7,361,7
1418,M2,P28,2008,8,287,8
1419,M2,P28,2008,9,319,9
1420,M2,P28,2008,10,272,10
1421,M2,P28,2008,11,241,11
1422,M2,P28,2008,12,207,12
1423,M2,P28,2009,1,182,13
1424,M2,P28,2009,2,148,14
1425,M2,P28,2009,3,224,15
1426,M2,P28,2009,4,156,16
1427,M2,P28,2009,5,203,17
1428,M2,P28,2009,6,205,18
1429,M2,P28,2009,7,201,19
1430,M2,P28,2009,8,191,20
1431,M2,P28,2009,9,121,21
1432,M2,P28,2009,10,53,22
1433,M2,P28,2009,11,50,23
1434,M2,P28,2009,12,36,24
1435,M2,P29,2009,8,1,20
1436,M2,P30,2007,3,4,-9
1437,M2,P30,2007,4,11,-8
1438,M2,P30,2007,5,23,-7
1439,M2,P30,2007,6,22,-6
1440,M2,P30,2007,7,38,-5
1441,M2,P30,2007,8,53,-4
1442,M2,P30,2007,9,69,-3
1443,M2,P30,2007,10,78,-2
1444,M2,P30,2007,11,76,-1
1445,M2,P30,2007,12,73,0
1446,M2,P30,2008,1,70,1
1447,M2,P30,2008,2,36,2
1448,M2,P30,2008,3,75,3
1449,M2,P30,2008,4,62,4
1450,M2,P30,2008,5,76,5
1451,M2,P30,2008,6,73,6
1452,M2,P30,2008,7,57,7
1453,M2,P30,2008,8,51,8
1454,M2,P30,2008,9,45,9
1455,M2,P30,2008,10,28,10
1456,M2,P30,2008,11,40,11
1457,M2,P30,2008,12,29,12
1458,M2,P30,2009,1,37,13
1459,M2,P30,2009,2,15,14
1460,M2,P30,2009,3,47,15
1461,M2,P30,2009,4,32,16
1462,M2,P30,2009,5,40,17
1463,M2,P30,2009,6,45,18
1464,M2,P30,2009,7,54,19
1465,M2,P30,2009,8,47,20
1466,M2,P30,2009,9,49,21
1467,M2,P30,2009,10,27,22
1468,M2,P30,2009,11,12,23
1469,M2,P30,2009,12,15,24
1470,M2,P31,2007,4,2,-8
1471,M2,P31,2007,5,3,-7
1472,M2,P31,2007,6,6,-6
1473,M2,P31,2007,7,6,-5
1474,M2,P31,2007,8,11,-4
1475,M2,P31,2007,9,8,-3
1476,M2,P31,2007,10,15,-2
1477,M2,P31,2007,11,15,-1
1478,M2,P31,2007,12,15,0
1479,M2,P31,2008,1,16,1
1480,M2,P31,2008,2,5,2
1481,M2,P31,2008,3,15,3
1482,M2,P31,2008,4,10,4
1483,M2,P31,2008,5,14,5
1484,M2,P31,2008,6,14,6
1485,M2,P31,2008,7,14,7
1486,M2,P31,2008,8,13,8
1487,M2,P31,2008,9,14,9
1488,M2,P31,2008,10,13,10
1489,M2,P31,2008,11,10,11
1490,M2,P31,2008,12,13,12
1491,M2,P31,2009,1,5,13
1492,M2,P31,2009,2,6,14
1493,M2,P31,2009,3,14,15
1494,M2,P31,2009,4,10,16
1495,M2,P31,2009,5,6,17
1496,M2,P31,2009,6,6,18
1497,M2,P31,2009,7,8,19
1498,M2,P31,2009,8,4,20
1499,M2,P31,2009,9,5,21
1500,M2,P31,2009,10,7,22
1501,M2,P31,2009,11,3,23
1502,M3,P01,2007,5,1,-7
1503,M3,P01,2009,7,1,19
1504,M3,P02,2006,11,1,-13
1505,M3,P02,2006,12,1,-12
1506,M3,P02,2007,1,10,-11
1507,M3,P02,2007,2,11,-10
1508,M3,P02,2007,3,13,-9
1509,M3,P02,2007,4,31,-8
1510,M3,P02,2007,5,27,-7
1511,M3,P02,2007,6,19,-6
1512,M3,P02,2007,7,17,-5
1513,M3,P02,2007,8,24,-4
1514,M3,P02,2007,9,22,-3
1515,M3,P02,2007,10,24,-2
1516,M3,P02,2007,11,29,-1
1517,M3,P02,2007,12,23,0
1518,M3,P02,2008,1,40,1
1519,M3,P02,2008,2,35,2
1520,M3,P02,2008,3,30,3
1521,M3,P02,2008,4,23,4
1522,M3,P02,2008,5,18,5
1523,M3,P02,2008,6,18,6
1524,M3,P02,2008,7,15,7
1525,M3,P02,2008,8,18,8
1526,M3,P02,2008,9,19,9
1527,M3,P02,2008,10,15,10
1528,M3,P02,2008,11,20,11
1529,M3,P02,2008,12,5,12
1530,M3,P02,2009,1,12,13
1531,M3,P02,2009,2,8,14
1532,M3,P02,2009,3,8,15
1533,M3,P02,2009,4,4,16
1534,M3,P02,2009,5,7,17
1535,M3,P02,2009,6,2,18
1536,M3,P02,2009,7,2,19
1537,M3,P02,2009,8,1,20
1538,M3,P02,2009,9,2,21
1539,M3,P03,2008,8,1,8
1540,M3,P03,2008,12,1,12
1541,M3,P03,2009,1,1,13
1542,M3,P04,2006,12,5,-12
1543,M3,P04,2007,1,20,-11
1544,M3,P04,2007,2,46,-10
1545,M3,P04,2007,3,42,-9
1546,M3,P04,2007,4,80,-8
1547,M3,P04,2007,5,42,-7
1548,M3,P04,2007,6,46,-6
1549,M3,P04,2007,7,68,-5
1550,M3,P04,2007,8,72,-4
1551,M3,P04,2007,9,58,-3
1552,M3,P04,2007,10,68,-2
1553,M3,P04,2007,11,44,-1
1554,M3,P04,2007,12,65,0
1555,M3,P04,2008,1,43,1
1556,M3,P04,2008,2,43,2
1557,M3,P04,2008,3,60,3
1558,M3,P04,2008,4,43,4
1559,M3,P04,2008,5,23,5
1560,M3,P04,2008,6,23,6
1561,M3,P04,2008,7,37,7
1562,M3,P04,2008,8,44,8
1563,M3,P04,2008,9,29,9
1564,M3,P04,2008,10,39,10
1565,M3,P04,2008,11,54,11
1566,M3,P04,2008,12,14,12
1567,M3,P04,2009,1,12,13
1568,M3,P04,2009,2,8,14
1569,M3,P04,2009,3,9,15
1570,M3,P04,2009,4,6,16
1571,M3,P04,2009,5,9,17
